,p,P,y,Y,f,F,g,G,c,C,r,R,l,L,a,A,o,O,e,E,u,U,i,I,d,D,h,H,t,T,n,N,s,S,q,Q,j,J,k,K,x,X,b,B,m,M,w,W,v,V,z,Z,$,&,[,{,},(,=,*,),+,],!,#,~,%,7,5,3,1,9,0,2,4,6,8,`,;,",",.,/,@,\,:,<,>,?,^,|,-,',_,"""",	,"
", 
;,2036.0,505.0,672.0,105.0,1476.0,402.0,707.0,282.0,3373.0,1515.0,1964.0,243.0,719.0,1014.0,1318.0,879.0,413.0,117.0,915.0,744.0,430.0,99.0,39241.0,742.0,1183.0,2288.0,346.0,208.0,1301.0,377.0,1436.0,252.0,3238.0,515.0,587.0,72.0,7645.0,124.0,2756.0,84.0,1396.0,125.0,1853.0,2352.0,1517.0,177.0,505.0,1129.0,821.0,52.0,196.0,120.0,279.0,528.0,1257.0,527.0,35398.0,13175.0,156.0,3493.0,17408.0,6010.0,192.0,195.0,379.0,34.0,659.0,88.0,228.0,698.0,940.0,121.0,6940.0,290.0,154.0,43.0,49.0,270.0,16830.0,768.0,1249.0,13864.0,97.0,45309.0,581.0,549.0,123.0,913.0,58.0,62.0,824.0,4386.0,463.0,71840.0,51689.0,26898001.0,2341722.0
",",25756.0,7175.0,13450.0,2069.0,23546.0,6026.0,9711.0,4217.0,37404.0,13536.0,19112.0,40644.0,13026.0,7243.0,22191.0,7249.0,9955.0,3689.0,14018.0,4690.0,21183.0,6617.0,43395.0,6792.0,22435.0,6676.0,7987.0,3973.0,34065.0,16126.0,24120.0,15811.0,38996.0,24365.0,3596.0,4419.0,13246.0,1375.0,9270.0,2138.0,12217.0,2142.0,26061.0,7564.0,22204.0,10496.0,6387.0,2496.0,18843.0,4687.0,4480.0,2238.0,552.0,26382.0,2530.0,18028.0,1746.0,22205.0,275.0,4434.0,939.0,1976.0,1264.0,464.0,760.0,187.0,16108.0,57263.0,72036.0,119346.0,467407.0,57371.0,1951439.0,311862.0,100019.0,64113.0,57546.0,163.0,832.0,3656.0,13685.0,2862.0,139.0,29183.0,2347.0,824.0,86.0,1762.0,486.0,637.0,84351.0,28922.0,16979.0,171718.0,59463.0,4154068.0,25038357.0
.,864655.0,93168.0,172250.0,9112.0,517186.0,83916.0,999606.0,388793.0,943417.0,202434.0,443783.0,119137.0,264977.0,58045.0,547673.0,184678.0,266253.0,53579.0,661401.0,71058.0,103610.0,38584.0,609234.0,264456.0,406033.0,99587.0,1476908.0,83296.0,435828.0,199964.0,334623.0,79418.0,1452591.0,275102.0,31430.0,8325.0,27816.0,5075.0,46380.0,14582.0,168300.0,26356.0,429592.0,70271.0,474068.0,99737.0,169073.0,89084.0,298519.0,58728.0,49429.0,8265.0,766.0,36.0,3633.0,1308.0,5558.0,3063.0,224.0,82143.0,63743.0,10405.0,6357.0,201.0,992.0,960.0,8977.0,88147.0,184795.0,126270.0,232045.0,106002.0,1017213.0,172961.0,120386.0,92736.0,93854.0,416.0,7734.0,169011.0,614007.0,94116.0,419.0,90019.0,1525.0,5617.0,15148.0,786.0,112.0,1530.0,1575.0,11715.0,67752.0,236153.0,946.0,2110058.0,875279.0
/,140384.0,36013.0,4124.0,2198.0,97330.0,24459.0,101341.0,26168.0,300234.0,73363.0,82863.0,30765.0,151357.0,57380.0,92672.0,50059.0,82655.0,22274.0,71610.0,27705.0,117722.0,19331.0,155427.0,49341.0,113699.0,40026.0,46988.0,11552.0,177473.0,44031.0,53025.0,25945.0,240303.0,88663.0,13378.0,5841.0,16750.0,5699.0,15112.0,5287.0,19192.0,8778.0,142827.0,23978.0,124793.0,40405.0,101757.0,13458.0,45034.0,13330.0,6376.0,3084.0,1111.0,446.0,3418.0,11485.0,7170.0,15351.0,65527.0,958280.0,26688.0,2561.0,677.0,63101.0,14372.0,1289.0,7932.0,2800.0,4725.0,12140.0,46969.0,3568.0,23068.0,54272.0,12744.0,5572.0,5890.0,392.0,2123.0,52806.0,49549.0,12205238.0,6116.0,6382.0,8085.0,25025.0,12333.0,1044.0,145.0,1660.0,121346.0,10579.0,16871.0,41220.0,61684.0,1182251.0,6566431.0
@,105345.0,604.0,314.0,345.0,11877.0,364.0,5645.0,459.0,18975.0,1245.0,48723.0,400.0,10868.0,1745.0,17821.0,513.0,2214.0,146.0,7181.0,208.0,1550.0,158.0,5411.0,255.0,7691.0,439.0,1510.0,723.0,19108.0,843.0,9179.0,180.0,19921.0,1442.0,221.0,497.0,921.0,34.0,783.0,90.0,202.0,269.0,41145.0,209.0,2295.0,193.0,1661.0,71.0,1435.0,184.0,93.0,458.0,175.0,151.0,3492.0,5466.0,3859.0,457.0,21.0,352.0,353.0,2139.0,1833.0,99.0,283.0,18.0,938.0,547.0,782.0,737.0,1238.0,40.0,411.0,1445.0,585.0,249.0,504.0,39.0,286.0,410.0,4906.0,105.0,30514.0,408.0,335.0,140.0,238.0,152.0,42.0,51.0,741.0,1860.0,7206.0,3037.0,114.0,597.0,7279.0
\,36007.0,1441.0,48.0,115.0,21098.0,889.0,1549.0,754.0,13703.0,2299.0,53087.0,1316.0,6185.0,674.0,12856.0,1462.0,2295.0,283.0,7435.0,867.0,14947.0,1933.0,5758.0,781.0,6628.0,1963.0,1999.0,1573.0,82698.0,1996.0,1009594.0,282.0,12518.0,2118.0,250.0,113.0,68.0,71.0,135.0,63.0,169773.0,117.0,34263.0,1006.0,3689.0,1480.0,1438.0,1277.0,3079.0,445.0,731.0,62.0,212.0,44.0,567.0,620.0,606.0,1057.0,39.0,1884.0,1005.0,177.0,585.0,87.0,236.0,360.0,737.0,422.0,131.0,2079.0,1466.0,283.0,60440.0,2380.0,336.0,168.0,57.0,36.0,153.0,495.0,2681.0,2383.0,141.0,94587.0,334.0,789.0,577.0,637.0,105.0,798.0,731.0,12026.0,2811.0,460028.0,17.0,235994.0,6675.0
:,315462.0,355875.0,5874.0,25117.0,235156.0,274193.0,386597.0,330124.0,526679.0,562773.0,223373.0,332707.0,114440.0,184026.0,254776.0,334401.0,187355.0,226393.0,293886.0,261887.0,201243.0,146955.0,429427.0,438309.0,192123.0,291919.0,82893.0,111234.0,323435.0,388268.0,169068.0,221032.0,1248976.0,632226.0,14490.0,26393.0,21917.0,25672.0,290917.0,47451.0,16448.0,29047.0,125403.0,194408.0,574289.0,294106.0,69580.0,116148.0,500760.0,218696.0,8374.0,20865.0,3596.0,119.0,7433.0,7329.0,160.0,3590.0,7364.0,12026.0,1710.0,686.0,2200.0,2272.0,1414.0,55816.0,85536.0,4449.0,10682.0,14398.0,44613.0,3980.0,32957.0,18719.0,13935.0,5509.0,9504.0,986.0,6895.0,1229.0,6383.0,138223.0,1663.0,72035.0,12982015.0,5501.0,138.0,600.0,192.0,284.0,2417.0,8554.0,62299.0,65549.0,16864.0,1282374.0,2365180.0
<,54986.0,72739.0,15205.0,2053.0,123723.0,61666.0,31447.0,40651.0,287268.0,174854.0,32917.0,68647.0,47533.0,41624.0,74118.0,93079.0,33722.0,51106.0,52004.0,54453.0,206927.0,39258.0,317384.0,101470.0,126577.0,75543.0,17874.0,23276.0,194469.0,234363.0,61922.0,47423.0,414457.0,150735.0,12629.0,56518.0,9624.0,17935.0,9123.0,17450.0,6390.0,7695.0,147271.0,50076.0,69488.0,63295.0,19567.0,18730.0,113539.0,65116.0,4116.0,1862.0,476.0,743.0,278.0,605.0,4.0,15299.0,171020.0,587.0,318.0,83.0,26.0,3167.0,839.0,33.0,2445.0,1234.0,3266.0,14223.0,34996.0,1090.0,23216.0,17374.0,8189.0,3516.0,5232.0,147.0,56.0,429.0,819.0,64674.0,214.0,613.0,13131.0,2005695.0,50059.0,1361.0,22.0,117.0,8682.0,5059.0,16140.0,41994.0,489.0,56765.0,2506920.0
>,287609.0,73813.0,14651.0,1598.0,176140.0,50730.0,803527.0,429568.0,310071.0,109747.0,199036.0,94639.0,140571.0,32232.0,260918.0,126213.0,103744.0,35721.0,133867.0,43459.0,58285.0,25699.0,334716.0,150123.0,192723.0,70516.0,122098.0,29728.0,203023.0,72465.0,244212.0,51151.0,767362.0,246803.0,15897.0,5238.0,7840.0,1377.0,25116.0,3876.0,16488.0,2330.0,133115.0,29511.0,329371.0,31426.0,78548.0,32062.0,125463.0,23327.0,15367.0,1418.0,483.0,159779.0,2153.0,29709.0,1543.0,1233018.0,215772.0,44917.0,27367.0,181.0,2535.0,257.0,356.0,1124.0,2470.0,263.0,1071.0,1871.0,7798.0,708.0,9420.0,3397.0,1622.0,804.0,1534.0,1655.0,48778.0,72473.0,11810.0,2963.0,339.0,28732.0,281521.0,21709.0,275586.0,290.0,1255.0,707.0,1255.0,4907.0,59767.0,61730.0,5541.0,877953.0,1898325.0
?,583.0,149.0,61.0,112.0,566.0,68.0,231.0,100.0,437.0,212.0,398.0,136.0,308.0,205.0,1414.0,232.0,406.0,65.0,272.0,34.0,172.0,78.0,1191.0,153.0,351.0,194.0,186.0,32.0,959.0,114.0,330.0,80.0,509.0,177.0,446.0,82.0,60.0,12.0,99.0,44.0,1562.0,68.0,475.0,77.0,505.0,91.0,125.0,58.0,405.0,45.0,19.0,48.0,299.0,107.0,523.0,40.0,285.0,1187.0,390.0,244.0,3805.0,111.0,629.0,1209.0,178.0,9.0,210.0,79.0,60.0,174.0,1247.0,38.0,790.0,367.0,112.0,71.0,108.0,127.0,1175.0,3692.0,1217.0,286.0,245.0,2378.0,1106.0,205.0,892.0,15528.0,38.0,94.0,487.0,2858.0,589.0,15814.0,120.0,45195.0,294175.0
^,234.0,42.0,144.0,53.0,192.0,116.0,173.0,62.0,361.0,236.0,253.0,183.0,128.0,36.0,441.0,121.0,230.0,79.0,1341.0,32.0,66.0,35.0,358.0,31.0,279.0,102.0,57.0,230.0,373.0,1242.0,924.0,229.0,204.0,131.0,150.0,35.0,123.0,25.0,316.0,97.0,314.0,62.0,686.0,90.0,366.0,65.0,53.0,56.0,80.0,44.0,70.0,67.0,96.0,158.0,482.0,2708.0,521.0,2689.0,7661.0,211.0,1077.0,135.0,80.0,29.0,184.0,66.0,146.0,191.0,371.0,2110.0,1616.0,180.0,362.0,6286.0,585.0,800.0,183.0,58.0,117.0,2227.0,170.0,202.0,1730.0,978.0,172.0,87.0,1430.0,30.0,4009.0,52.0,2073.0,1221.0,252.0,950.0,21.0,1466.0,25171.0
|,2204.0,1766.0,220.0,95.0,4852.0,2342.0,510.0,518.0,3188.0,1209.0,2496.0,2782.0,1084.0,474.0,2430.0,2885.0,1414.0,843.0,1626.0,566.0,1458.0,357.0,2665.0,1050.0,2338.0,1192.0,744.0,366.0,8259.0,806.0,1767.0,702.0,3275.0,2380.0,127.0,1126.0,229.0,140.0,1121.0,651.0,635.0,310.0,1443.0,985.0,2381.0,1917.0,2058.0,494.0,1211.0,840.0,282.0,88.0,56.0,29.0,425.0,112.0,257.0,4700.0,69775.0,1046.0,1141.0,297.0,131.0,492.0,774.0,50.0,662.0,148.0,246.0,391.0,1533.0,65.0,2310.0,585.0,252.0,265.0,91.0,490.0,72.0,1696.0,5330.0,931.0,55.0,3859.0,353.0,577.0,127.0,28.0,196.0,576691.0,6106.0,2887.0,5463.0,5193.0,425.0,147327.0,712858.0
-,91698.0,6297.0,4745.0,762.0,66191.0,6648.0,20790.0,4111.0,129157.0,16412.0,62338.0,9329.0,75680.0,16848.0,61859.0,9268.0,66217.0,5347.0,62541.0,8323.0,29150.0,2763.0,70116.0,19351.0,69475.0,14336.0,31070.0,2907.0,88194.0,7731.0,39447.0,81056.0,134935.0,12290.0,6566.0,873.0,4157.0,1014.0,9643.0,1180.0,10109.0,6256.0,77347.0,6419.0,65703.0,7470.0,28168.0,17411.0,37970.0,8385.0,13720.0,1820.0,346.0,183.0,989.0,550.0,128.0,15935.0,81364.0,21705.0,13724.0,17729.0,2135.0,246.0,1447.0,1360.0,9730.0,15800.0,28990.0,53898.0,670188.0,26324.0,195635.0,168272.0,39509.0,25446.0,25296.0,280.0,23326.0,1802.0,2546.0,6194.0,173.0,5682.0,619.0,716.0,6996081.0,1155.0,179.0,3609.0,15559630.0,11806.0,2835.0,16513.0,550.0,186302.0,923864.0
',8426.0,3620.0,2284.0,1841.0,12455.0,4462.0,4403.0,2585.0,17332.0,8261.0,47111.0,4221.0,21976.0,3939.0,20004.0,15197.0,7391.0,3079.0,10147.0,4868.0,6310.0,2461.0,13134.0,6216.0,15263.0,5305.0,4692.0,2816.0,242259.0,6984.0,9935.0,5463.0,167084.0,6674.0,2211.0,1491.0,1331.0,1115.0,2395.0,1409.0,4873.0,3243.0,11219.0,5531.0,9469.0,3954.0,4971.0,2486.0,16364.0,2888.0,3162.0,3395.0,2505.0,1805.0,4673.0,5108.0,13026.0,6077.0,8116.0,4666.0,135268.0,4564.0,10361.0,2355.0,9479.0,1188.0,27659.0,1789.0,2001.0,2375.0,8412.0,4942.0,21040.0,4644.0,2388.0,1880.0,1977.0,668.0,58175.0,120648.0,28603.0,13028.0,1998.0,72082.0,74054.0,5435.0,7550.0,3135.0,1370.0,2071.0,12211.0,12869.0,7260.0,54105.0,46.0,21732.0,226678.0
_,2570982.0,872708.0,93543.0,26165.0,1361067.0,895343.0,484496.0,328353.0,2918605.0,1300581.0,1388684.0,652771.0,1122777.0,524035.0,1380871.0,907816.0,1118537.0,511651.0,1090928.0,1207138.0,600219.0,350438.0,2286718.0,877674.0,1507508.0,767000.0,605398.0,336955.0,4462550.0,1156394.0,1143423.0,677964.0,3423185.0,1292981.0,118418.0,47329.0,82789.0,36419.0,248076.0,118781.0,114161.0,68355.0,1589038.0,517433.0,1553525.0,669723.0,523561.0,270800.0,940541.0,390213.0,58312.0,37504.0,2444.0,977.0,125696.0,12677.0,6220.0,242634.0,5330.0,4049.0,367478.0,6904.0,9438.0,128.0,6487.0,27.0,6415.0,40012.0,75772.0,156794.0,433942.0,28197.0,245102.0,268370.0,101266.0,70221.0,65122.0,1020.0,183394.0,269523.0,463517.0,5534.0,106.0,1444.0,14876.0,18560.0,3376.0,356.0,96.0,9248.0,304981.0,5277.0,2164990.0,26585.0,279.0,54952.0,555738.0
"""",172059.0,115640.0,18450.0,14205.0,170252.0,114033.0,136060.0,67555.0,311994.0,268962.0,153085.0,102632.0,153495.0,91803.0,230831.0,169690.0,94396.0,66528.0,119592.0,129666.0,106451.0,92528.0,179937.0,133173.0,154083.0,104712.0,100773.0,42270.0,252152.0,155176.0,136480.0,86841.0,338072.0,223798.0,16505.0,17613.0,25069.0,11360.0,38422.0,14078.0,36839.0,15971.0,190009.0,68510.0,196999.0,99432.0,77857.0,58190.0,118528.0,56656.0,12956.0,7837.0,13537.0,13502.0,53102.0,35057.0,144370.0,68861.0,13223.0,18034.0,2205623.0,20547.0,133459.0,4962.0,28530.0,5029.0,132008.0,5101.0,9682.0,17063.0,89195.0,5272.0,89084.0,37541.0,18289.0,7701.0,6634.0,4197.0,604186.0,2396573.0,122959.0,121568.0,8764.0,281774.0,166151.0,84319.0,20047.0,5957.0,2903.0,8282.0,141440.0,39317.0,64192.0,248638.0,9193.0,1609015.0,1562267.0
	,188644.0,72181.0,10949.0,4525.0,250370.0,38240.0,146752.0,43602.0,516352.0,106750.0,512800.0,74361.0,73805.0,45723.0,154935.0,77189.0,55006.0,23330.0,190211.0,47898.0,87153.0,32710.0,957514.0,73155.0,145094.0,57830.0,29391.0,28225.0,169112.0,65129.0,60201.0,39191.0,374105.0,109716.0,8207.0,15010.0,13017.0,7005.0,8725.0,6451.0,16852.0,10424.0,214325.0,40720.0,258402.0,49113.0,63424.0,16373.0,156375.0,56629.0,4770.0,2214.0,944.0,21984.0,6342.0,637282.0,945325.0,53620.0,29835.0,47955.0,16772.0,12652.0,1156.0,1573.0,19068.0,2668.0,3774.0,873.0,1586.0,2794.0,11441.0,584.0,57819.0,5441.0,2334.0,1397.0,1729.0,136.0,4218.0,28984.0,13631.0,631874.0,8810.0,7284.0,18529.0,15766.0,1017.0,1304.0,223.0,23178.0,8320.0,402.0,106731.0,63647.0,10172299.0,127144.0,329626.0
"
",124974.0,40892.0,5842.0,7150.0,26473.0,29292.0,10386.0,23750.0,261990.0,99287.0,16390.0,47171.0,19249.0,35562.0,22795.0,101651.0,12178.0,29116.0,112724.0,32146.0,178345.0,29558.0,199342.0,80918.0,28715.0,51734.0,4238.0,53960.0,181348.0,213328.0,169699.0,23505.0,493322.0,108724.0,1821.0,56291.0,4957.0,14521.0,1373.0,5104.0,1521.0,7646.0,274428.0,52697.0,17195.0,36496.0,7169.0,21288.0,790717.0,31770.0,2797.0,2628.0,1915.0,80.0,2209.0,1335242.0,2618918.0,6088.0,8029.0,175693.0,15827.0,3425.0,244.0,461.0,2511095.0,358.0,6642.0,2653.0,6763.0,10641.0,35276.0,2843.0,65002.0,17761.0,9808.0,2803.0,3210.0,1476.0,3468.0,7337.0,4525.0,2366861.0,12043.0,5122.0,10733.0,2067.0,1571.0,53.0,16.0,2855.0,13163.0,157.0,14051.0,47627.0,8552274.0,14911006.0,46872149.0
 ,5278470.0,1530354.0,486635.0,138163.0,6184555.0,1178400.0,1898136.0,1209949.0,10268524.0,3420487.0,7240069.0,1490924.0,2727291.0,1490423.0,7935481.0,2232408.0,4901323.0,1360659.0,3934208.0,1575593.0,2402320.0,712157.0,12768999.0,2188073.0,4355961.0,1486711.0,1720608.0,664364.0,11696426.0,2600129.0,4633093.0,1418030.0,10333389.0,3057911.0,293895.0,535442.0,527281.0,305998.0,959366.0,234153.0,511057.0,198233.0,4951615.0,1247368.0,4622210.0,1333459.0,3087796.0,737879.0,3089810.0,930484.0,196117.0,126230.0,43756.0,2730533.0,473313.0,7443330.0,5295900.0,7706966.0,12201698.0,4785815.0,1341946.0,1969715.0,49291.0,1167105.0,195829.0,66950.0,603723.0,194726.0,408654.0,749748.0,2830188.0,158454.0,6040843.0,1408221.0,570259.0,312844.0,284463.0,80768.0,105268.0,353159.0,373438.0,5447785.0,318930.0,553049.0,1100060.0,3425051.0,847523.0,286439.0,27472.0,907777.0,1965848.0,532758.0,1561457.0,5670052.0,73025.0,727409.0,316899546.0
